mid,aid
49737,46321
49737,20642
49737,64425
49737,70692
49737,46324
49737,67048
49737,70112
49739,79132
49739,79134
49739,79135
49739,57836
49739,79136
49739,79137
49739,19809
49739,79138
49739,79141
49739,79140
49739,79142
49739,37270
49739,38656
49739,75478
49739,79143
49739,469
49739,15090
49739,79145
49739,79144
49739,76203
49739,75942
49739,79146
49739,79148
49739,75943
49739,79132
49739,26144
49746,2917
49746,3386
49746,7379
49746,34569
49752,82413
49752,11436
49752,1167749
49752,9058
49752,9062
49752,9064
49752,27969
49752,9057
49754,39996
49754,73233
49754,73233
49757,39996
49757,71342
49759,29646
49759,544496
49759,33273
49766,7501
49766,138473
49766,137973
49769,589089
49769,589089
49772,96166
49772,59330
49772,27916
49772,949179
49772,978108
49772,819
49772,3489
49772,4232
49772,957391
49772,1128284
49772,1128285
49772,96166
49772,6048
49772,26208
49772,59330
49772,957391
49772,1128286
49772,2949
49772,7262
49772,61630
49772,2242
49772,1128287
49793,1353899
49793,68432
49793,68435
49793,54212
49793,67759
49793,60245
49793,60711
49793,54211
49793,23486
49793,57126
49793,68436
49793,1217
49793,36425
49815,74091
49815,74091
49815,74091
49815,116320
49815,74091
49815,122179
49815,206574
49815,237520
49815,74091
49815,74091
49815,1124540
49817,70663
49817,70663
49817,70663
49817,70665
49822,380
49822,380
49822,4700
49822,3305
49822,27
49824,15557
49824,15558
49824,10685
49824,8703
49824,15559
49824,15560
49824,15557
49824,15561
49824,15562
49824,15571
49824,11002
49824,15572
49824,555
49824,15573
49824,9020
49856,55806
49856,55806
49856,55807
49856,55808
49856,55809
49856,55810
49856,6794
49856,55811
49856,55812
49856,1185079
49872,89766
49872,89766
49872,89766
49872,89766
49872,118111
49872,89791
49899,68627
49899,16796
49899,68630
49899,68627
49899,68627
49902,5970
49902,5970
49902,1259
49902,2361
49902,4670
49902,43723
49902,2366
49902,95238
49902,550631
49902,550632
49902,9247
49902,110958
49902,43724
49910,2163
49910,2163
49910,18351
49910,518
49910,5381
49910,5382
49910,5668
49910,6347
49910,1377240
49910,2864
49917,5281
49926,9888
49926,1016336
49926,14196
49929,2725
49929,2725
49929,2725
49929,2725
49929,3767
49929,2725
49932,5602
49932,5602
49932,5602
49932,5602
49932,5602
49932,3686
49932,18900
49932,18902
49932,5604
49932,5602
49932,983720
49932,1104365
49932,936755
49932,1121465
49932,979225
49951,1359518
49951,1359520
49951,1144622
49951,86290
49951,1359520
49951,37317
49951,1359521
49951,1191754
49951,1144622
49951,86290
49951,1144622
49953,1355462
49953,1355463
49953,1112872
49953,18073
49953,86290
49953,86290
49953,10832
49953,68804
49953,32804
49953,9027
49955,73761
49955,1170556
49955,73761
49957,55476
49957,55477
49957,55479
49957,55476
49957,55480
49957,55481
49957,18846
49957,2035
49957,55482
49957,17600
49957,55483
49957,466
49957,8846
49957,476
49957,1528
49957,55477
49961,36693
49961,8448
49961,2997
49961,1551
49961,8969
49961,6491
49961,6492
49961,2635
49961,36694
49961,36695
49961,36696
49961,36695
49961,9022
49961,23606
49961,1171372
49973,12698
49973,12698
49973,12698
49973,66709
49973,442697
49973,99116
49973,12701
49973,1011497
49973,66709
49973,1263352
49973,48805
49979,16513
49979,67430
49979,67431
49979,67097
49979,36146
49979,67432
49979,15111
49979,4697
49979,10494
49979,67433
49979,67434
49979,938123
49979,1037914
49979,17675
49979,960431
49979,1422865
49979,14763
49979,1400809
49979,1422866
49979,1065720
49979,91312
49979,1422867
49979,554888
49979,1422868
49979,1390529
49979,1422869
49979,1261679
49979,1422871
49979,1204805
49979,1422873
49979,1408706
49979,1389625
49985,29808
49985,90371
49985,113489
49985,1940
49994,95901
50003,1203
50003,56826
50003,4014
50003,56827
50003,35452
50003,1131449
50005,607
50005,1619
50005,17331
50005,17333
50005,1353
50005,1358
50005,17359
50005,1445966
50005,12455
50005,17378
50005,17379
50005,17395
50005,1351
50005,607
50005,57913
50011,85150
50011,81400
50059,1243
50059,3658
50059,1243
50059,1243
50059,15194
50059,10440
50059,1046
50059,23966
50064,2217
50064,1884
50064,45543
50064,1884
50064,1884
50066,107564
50066,107565
50068,190
50068,190
50068,488
50068,455
50068,455
50068,33514
50068,4746
50068,33525
50068,33526
50068,384
50068,369
50068,795
50068,460
50068,423
50068,461
50068,74323
50068,1377122
50068,1377123
50068,3719
50068,1377124
50068,1263143
50068,1377125
50068,113044
50068,1377126
50068,1227173
50068,1360101
50068,1368865
50068,1377127
50068,1342626
50068,1341858
50068,1377128
50068,1377129
50068,1377130
50068,66226
50068,1377131
50068,1181576
50068,1178615
50068,1377132
50068,1377133
50068,1323092
50068,1377134
50068,1377136
50068,1377137
50068,1345620
50068,1345618
50068,1377138
50068,1377139
50068,1377140
50068,1447543
50076,82800
50076,94115
50076,14678
50076,148834
50076,20500
50076,227027
50147,58403
50147,58405
50147,26981
50147,57135
50147,25862
50147,58403
50149,12107
50149,43084
50149,43085
50149,43086
50149,43087
50149,43088
50149,43089
50149,10905
50149,43090
50149,7902
50149,43091
50149,31093
50149,43092
50149,41286
50149,43093
50149,43094
50149,43095
50149,43096
50149,43097
50149,43098
50149,43099
50149,43100
50149,43101
50149,43102
50149,43103
50149,43104
50149,43105
50149,43106
50149,43107
50149,43108
50149,133293
50149,31093
50149,1356774
50149,1450986
50149,142587
50149,142587
50149,1460200
50149,1463785
50151,18330
50151,17211
50151,17210
50151,17209
50151,11472
50151,7232
50151,20540
50151,1307794
50151,6802
50151,3960
50151,21276
50151,87364
50151,11472
50153,56911
50158,31119
50158,31120
50158,31121
50158,31122
50158,31123
50158,31124
50158,31125
50158,31126
50158,31127
50158,31128
50158,31130
50158,31131
50158,29943
50160,58137
50160,143257
50162,59
50162,59
50162,56234
50162,56235
50162,35455
50162,996
50162,61597
50162,997
50162,61600
50162,61599
50162,20722
50162,61598
50162,56234
50162,1120480
50162,20296
50162,56231
50162,59
50162,59
50162,61594
50162,61598
50162,61596
50162,61599
50162,61601
50162,1113
50162,1486198
50162,53680
50162,1486200
50165,80450
50165,80452
50165,21033
50165,79565
50165,80453
50165,80450
50165,80454
50165,80455
50165,37930
50165,24995
50165,24993
50165,80450
50183,84515
50183,84515
50183,1184765
50183,1184766
50189,54597
50189,54599
50189,54600
50189,54592
50189,27001
50189,54601
50189,2678
50189,2325
50189,54603
50189,1179440
50189,1477469
50189,1340919
50208,56210
50229,24882
50229,10934
50229,26011
50229,26013
50229,24882
50245,2303
50245,2303
50245,22607
50245,22608
50245,1632
50245,2309
50245,22609
50245,22607
50245,14560
50253,37362
50253,116326
50253,8502
50253,8503
50253,13270
50253,10603
50253,10604
50253,3358
50253,1335586
50253,8508
50253,10153
50253,26175
50259,56383
50259,225557
50259,56383
50271,1178713
50271,993812
50271,18899
50271,1183510
50271,1287732
50274,7017
50274,68720
50274,55481
50274,18846
50274,55482
50274,75077
50274,465
50274,2997
50274,75078
50274,24217
50274,75079
50274,11295
50274,71574
50274,71576
50274,75080
50274,22968
50274,75081
50274,75081
50274,75083
50274,75085
50274,75086
50274,75087
50274,1374203
50274,75091
50274,75092
50274,75080
50274,75093
50274,75094
50274,75095
50274,75097
50274,75098
50274,75099
50274,75101
50274,75101
50274,7658
50274,67062
50274,75102
50274,75103
50274,75104
50274,75106
50274,43796
50274,75107
50274,24232
50274,75108
50274,75109
50274,75110
50274,75111
50274,75112
50274,75113
50274,75114
50274,75115
50274,75116
50274,75117
50274,75118
50274,75119
50274,75120
50274,75083
50279,130968
50279,1441168
50279,1162339
50279,86283
50347,66909
50347,66916
50347,66917
50347,40544
50347,14351
50347,23465
50347,1675
50349,2662
50349,19019
50349,29341
50349,17761
50349,29343
50349,29345
50349,2662
50349,18577
50349,134806
50354,39058
50354,39058
50354,24912
50354,4411
50354,12331
50354,69974
50354,69976
50356,39058
50356,69786
50356,39058
50356,24912
50356,4411
50356,37988
50356,71138
50356,12331
50358,69991
50358,69993
50358,1357
50379,96927
50379,96927
50379,1111075
50379,1148737
50379,1034578
50379,19055
50379,72941
50379,1439611
50379,1439611
50379,1148738
50382,113855
50440,35971
50440,7214
50440,7215
50440,35972
50440,35973
50440,35974
50440,35975
50440,19697
50440,21962
50440,35976
50440,35977
50440,561
50440,2625
50440,23849
50440,15541
50440,35979
50440,19692
50442,11151
50442,11151
50442,35180
50442,52654
50445,54827
50445,54839
50445,54841
50445,865
50445,54843
50445,54844
50445,18264
50445,54846
50445,5546
50445,1448601
50447,74638
50447,74638
50447,1422948
50447,3953
50447,68602
50447,74534
50447,3956
50447,3954
50447,72448
50447,40511
50447,67357
50447,3965
50447,54777
50447,1034748
50447,24960
50447,957115
50477,9730
50477,9730
50477,1663
50482,88039
50482,587160
50488,33062
50488,95963
50488,1165681
50488,1165682
50488,2663
50488,3249
50488,2774
50488,8714
50514,1011
50514,1012
50514,1015
50514,32717
50514,1030
50514,32722
50514,4477
50514,32723
50514,32724
50514,6797
50514,1175
50514,1011
50514,1012
50514,19353
50514,1174
50514,32720
50514,32721
50514,19351
50517,1188
50517,1328769
50517,1328770
50517,1328771
50517,1188
50517,1188
50533,68656
50533,68656
50533,68656
50533,68656
50533,68656
50533,68656
50533,68656
50533,68658
50533,68659
50533,68660
50533,68661
50533,2335
50533,68664
50541,48325
50541,48326
50541,48182
50550,540600
50550,540600
50572,36422
50572,36422
50572,36616
50572,60787
50572,71556
50572,71555
50572,60784
50572,60786
50572,40384
50572,56759
50572,71558
50572,36422
50572,51981
50572,57642
50572,60665
50572,437
50572,36618
50572,71559
50572,7717
50572,71560
50572,5162
50574,52268
50574,91310
50574,52268
50574,19707
50574,80884
50574,14138
50574,53196
50574,81891
50574,7205
50583,583881
50585,49214
50585,6593
50585,51307
50585,113702
50585,135473
50585,1108155
50589,10316
50589,10316
50594,124137
50594,124137
50594,124137
50594,227896
50594,119999
50594,1136794
50594,11724
50594,223731
50594,71131
50594,1136795
50601,36697
50601,36698
50601,36699
50601,54487
50601,7227
50601,54488
50601,40384
50601,1044
50601,1315
50601,54489
50601,54490
50601,54491
50610,111745
50613,78545
50613,78545
50613,128964
50615,97755
50619,9730
50619,9730
50628,238628
50630,22007
50630,22007
50630,72747
50630,72748
50630,38550
50630,23862
50630,22007
50630,72749
50630,65191
50630,72750
50630,62659
50630,62086
50630,72751
50630,49809
50641,132306
50641,132307
50641,132305
50651,441784
50651,441784
50651,74245
50651,441784
50651,441784
50651,1417436
50651,1485971
50651,1485972
50651,74245
50651,1485973
50658,10781
50685,17045
50685,66486
50685,66488
50685,66496
50685,66489
50685,66496
50685,66485
50685,37004
50685,53899
50685,39982
50685,66490
50685,42571
50685,66491
50685,66492
50685,66495
50685,66493
50685,66494
50703,74665
50703,95932
50703,95933
50703,95934
50703,95935
50703,95936
50703,95937
50703,440124
50705,64139
50705,64139
50740,144778
50742,10781
50754,95501
50754,145249
50754,95501
50754,125001
50754,552001
50754,1039764
50754,552003
50774,79565
50774,79566
50774,79567
50774,79568
50774,79569
50774,79570
50774,79571
50774,79565
50792,6340
50792,6340
50792,6346
50792,6898
50792,86292
50792,23969
50792,36427
50792,3965
50792,54777
50792,1034748
50792,774208
50792,62860
50792,1384398
50794,2031
50794,2532
50794,7418
50794,51987
50794,1319135
50794,63673
50794,1319136
50794,1319137
50794,40223
50794,40223
50794,2236
50794,2238
50794,43559
50794,43560
50794,9151
50794,44482
50794,6377
50794,65849
50794,18265
50796,3959
50796,57152
50796,13017
50796,15244
50796,54774
50796,54248
50796,3953
50796,15244
50796,56839
50796,41828
50796,53841
50796,1076
50796,62874
50796,1075
50796,68602
50796,62872
50796,62875
50796,13585
50796,1034748
50796,62873
50796,62876
50796,57087
50796,62438
50796,8313
50796,8382
50796,23492
50796,11270
50796,36624
50796,9822
50796,62877
50796,62878
50796,3954
50796,1146969
50796,15330
50796,47942
50796,1146968
50796,1373729
50798,35694
50798,35734
50798,35694
50798,35734
50800,21905
50800,40383
50800,61117
50800,61118
50800,23541
50800,9615
50800,61122
50800,61119
50800,61120
50800,61121
50800,7623
50800,11468
50800,52451
50800,20568
50800,61123
50800,11359
50800,61125
50800,33612
50800,13585
50800,61127
50800,61126
50800,61128
50800,31033
50800,31906
50800,19662
50800,61130
50800,61129
50800,61140
50800,78495
50800,21271
50800,1424732
50800,1458584
50800,1099133
50800,25021
50800,1409824
50800,1412578
50800,1458585
50800,1392106
50800,1458586
50800,1458587
50802,7145
50802,16852
50802,16853
50802,16854
50802,16853
50802,25138
50802,25139
50802,1382732
50802,11506
50802,25140
50802,25141
50802,25142
50802,19971
50802,25143
50804,16785
50804,16786
50804,16787
50804,5398
50804,19051
50804,16786
50804,12455
50804,22161
50804,23451
50804,16346
50804,950
50804,25729
50804,19993
50804,3563
50804,11457
50804,960832
50804,1327762
50804,6688
50804,1464973
50806,53177
50806,776
50806,17840
50806,776
50806,2043
50806,3393
50806,16489
50806,62759
50821,30833
50821,30834
50821,30834
50828,81273
50828,150298
50828,1029322
50842,42
50842,42
50842,42097
50842,42099
50842,42100
50842,6146
50842,18827
50842,18828
50842,6151
50842,6156
50842,7586
50842,6155
50842,1174
50851,141475
50858,16829
50858,16829
50858,16830
50858,16831
50872,7087
50872,7087
50872,15347
50872,21201
50872,32532
50872,7879
50872,7
50872,7899
50872,7930
50872,32535
50872,7888
50872,1371609
50872,1450347
50872,1447565
50886,22808
50886,22808
50886,70728
50886,51030
50886,2975
50886,33650
50886,31710
50886,70729
50886,62758
50886,22808
50886,53213
50886,70730
50886,61090
50886,70731
50886,53214
50886,70732
50886,70733
50886,70734
50886,33651
50886,70735
50886,23579
50886,70736
50892,17282
50892,28773
50892,72934
50892,28775
50892,35633
50892,72935
50892,35802
50898,24882
50898,24882
50909,90302
50909,90305
50912,23382
50912,2402
50912,23395
50912,2186
50912,23396
50912,20078
50912,20722
50912,23397
50912,23398
50912,1078
50912,23399
50912,7294
50912,23400
50912,23401
50912,23402
50912,23403
50912,23404
50912,23405
50912,23406
50912,3709
50912,23407
50912,23408
50912,23461
50912,20076
50912,9165
50912,1077
50912,2423
50912,18494
50912,104
50912,23462
50912,23463
50912,23464
50912,23465
50912,5071
50912,16930
50912,23466
50912,5431
50912,23467
50912,23468
50912,21678
50912,21126
50912,6220
50912,21768
50912,1224
50912,90
50912,5140
50912,11218
50912,16927
50912,1357
50912,2163
50912,5877
50912,13235
50912,21769
50912,8574
50912,21683
50912,21681
50912,21771
50912,1071
50912,5216
50912,21769
50912,1223
50923,41887
50923,41886
50923,41887
50923,22119
50923,41888
50923,7480
50923,41889
50923,41890
50923,41891
50923,41892
50923,41893
50923,41886
50923,41887
50923,16731
50923,41895
50923,41897
50940,68554
50940,1012
50940,68554
50942,55710
50942,23659
50942,55710
50942,41076
50942,41039
50942,39993
50942,41079
50942,11371
50942,17883
50942,54585
50942,546
50942,41084
50942,13626
50942,61107
50942,61108
50942,21795
50942,14377
50944,63571
50944,63571
50944,78873
50944,592152
50944,67260
50944,21903
50944,1341
50949,146793
50949,37590
50949,1327665
50949,34264
50949,5811
50949,5812
50949,233343
50949,5398
50949,25321
50949,24665
50949,4670
50954,55878
50954,63931
50954,43560
50954,41846
50954,1247468
50954,59716
50954,1247466
50954,1346141
50954,43559
50954,42274
50954,80422
50954,11370
50954,1346142
50954,1346143
50954,1346144
50970,11626
50970,97958
50970,97958
50970,915
50970,567770
50977,33094
50977,102232
50977,237296
50977,1077893
50977,2286
50977,19171
50999,73094
50999,73098
51004,81476
51004,145183
51007,20665
51007,20680
51007,20681
51007,20682
51007,20683
51007,19379
51007,20684
51007,20685
51007,20665
51007,96290
51014,29646
51014,29533
51014,29648
51014,29649
51014,29650
51014,29651
51014,29652
51014,29653
51014,29654
51014,11994
51024,24661
51024,23922
51024,58728
51024,58728
51037,59653
51037,59651
51037,59654
51037,59655
51037,59656
51037,59652
51037,6896
51037,59657
51037,59660
51037,59661
51037,59659
51037,59658
51037,59663
51037,276
51037,15807
51037,59664
51037,59666
51037,59665
51037,59667
51037,59668
51037,17715
51037,59670
51044,10593
51044,10592
51044,10215
51044,10589
51044,10594
51044,112460
51044,10593
51044,10592
51044,10594
51044,71261
51053,1133567
51053,1133570
51053,1133567
51053,1133570
51060,134343
51060,1029783
51060,7459
51060,46233
51060,1029784
51060,1029786
51060,1029788
51060,97202
51060,97202
51063,60962
51063,60966
51063,60967
51063,60969
51063,60962
51063,60962
51063,60971
51077,16837
51077,16837
51077,7626
51077,4767
51077,12922
51077,16838
51077,31027
51077,19155
51077,15329
51077,10819
51077,6581
51077,1072707
51077,1425360
51077,97617
51077,9346
51077,14377
51077,546
51077,12203
51077,62484
51077,7790
51077,62485
51077,961143
51077,1454520
51077,1401639
51077,1401641
51077,16551
51077,1454521
51077,1454522
51077,1438649
51077,1454528
51077,1454529
51077,1454530
51077,1324052
51077,1454531
51077,1454532
51077,1110476
51077,1404834
51077,1454533
51077,1392676
51077,1418283
51077,1425380
51077,1432909
51077,1408779
51077,1404214
51077,1374169
51077,1077782
51077,9349
51077,1454536
51077,1395023
51077,143917
51077,1335122
51077,1395022
51077,1338152
51077,548444
51077,1401562
51077,1395255
51077,9349
51077,1454539
51080,21807
51080,35174
51080,35175
51080,21807
51080,16300
51080,35176
51080,35178
51080,9184
51080,35179
51080,35180
51080,15906
51080,21146
51082,80602
51082,80603
51082,62028
51082,80604
51082,40513
51082,57709
51082,80605
51082,80606
51082,48443
51082,61653
51082,80602
51084,1296
51084,38655
51084,46347
51084,1588
51084,41377
51084,68437
51084,40545
51084,10440
51084,18323
51084,18323
51086,5572
51086,33234
51086,9543
51086,33624
51086,5553
51086,4867
51086,5583
51086,1262
51086,28636
51086,33625
51086,8411
51088,59413
51088,59413
51088,63220
51088,59413
51088,5382
51088,63221
51088,63224
51088,63223
51088,5381
51088,518
51088,63227
51088,63225
51088,17748
51088,58871
51088,59421
51088,63229
51088,63228
51088,58872
51088,63220
51088,539
51091,53267
51091,53267
51091,53638
51091,6482
51091,42763
51091,53639
51091,53640
51091,53641
51094,83957
51094,83958
51103,56212
51106,92436
51106,92436
51111,146873
51111,146873
51111,112412
51127,62926
51127,88825
51167,142857
51167,142857
51174,37852
51174,72002
51174,40511
51174,1999
51174,167357
51182,58021
51182,9869
51182,1365697
51182,25316
51182,100432
51182,1088499
51182,49900
51182,58021
51182,1385677
51182,58021
51182,23729
51182,49901
51182,1360693
51182,553803
51185,25735
51185,25735
51185,82506
51185,58175
51185,17212
51185,6997
51187,78061
51187,76242
51187,1356952
51187,1356953
51187,1249819
51187,473
51187,125261
51187,1089828
51194,1106141
51194,68040
51194,87146
51194,88129
51203,51677
51203,16889
51203,16889
51203,138102
51203,68083
51203,31065
51203,14431
51203,8505
51207,21118
51207,88448
51207,88448
51207,1207071
51207,1207072
51207,1207073
51207,998186
51207,1207074
51207,1207075
51207,1207076
51207,88445
51209,82461
51246,87267
51249,40599
51249,31287
51249,31287
51249,130946
51249,102730
51251,105028
51251,105028
51255,11090
51255,11090
51255,11108
51255,2236
51255,2238
51255,11112
51255,6489
51255,11114
51255,39200
51255,39201
51255,39202
51255,39203
51255,72853
51265,31067
51265,153669
51265,153669
51265,14019
51265,32779
51265,14726
51265,64118
51265,14726
51265,1027801
51265,49926
51277,26775
51277,70675
51277,70676
51277,21918
51277,70677
51277,70678
51277,26731
51277,43913
51277,70679
51287,70
51287,29242
51287,100305
51287,95862
51287,1546
51287,8504
51287,1264551
51300,129482
51300,129482
51302,2765
51302,2765
51304,58603
51304,58603
51304,58606
51304,59974
51304,59975
51304,9771
51304,58603
51304,1451245
51312,56194
51312,56194
51314,20587
51314,10877
51314,11358
51314,14196
51314,18496
51314,12527
51314,12669
51314,20634
51314,20587
51314,20587
51314,18496
51314,20635
51317,87014
51317,66916
51317,87014
51317,937497
51317,1143456
51317,1070260
51321,10146
51321,7748
51321,100984
51321,100985
51321,97047
51321,97047
51321,33413
51321,19457
51341,584335
51354,55006
51354,3850
51354,3850
51354,55007
51354,70062
51354,70064
51354,3866
51357,18246
51357,18246
51357,72868
51357,21706
51357,21808
51357,72869
51357,72870
51357,14712
51357,2596
51357,15841
51372,95754
51372,3953
51372,90657
51372,95755
51372,65360
51372,47748
51372,137312
51372,137313
51372,137314
51372,137316
51372,137317
51372,137318
51380,5970
51380,5970
51380,44859
51380,5820
51380,2361
51380,1259
51402,40476
51402,40476
51402,40475
51402,51713
51402,36565
51402,51714
51412,2215
51412,6800
51412,4140
51412,2519
51412,7256
51412,12881
51412,876
51412,16835
51412,18956
51412,11814
51412,8277
51412,16729
51418,2239
51418,2239
51418,2239
51418,21654
51418,21655
51418,21656
51433,96627
51433,96627
51433,1169376
51433,64750
51433,5268
51433,1307017
51433,1125522
51433,1383096
51433,32506
51433,41524
51433,5270
51433,411527
51455,78112
51455,78113
51457,112292
51471,10781
51471,23227
51486,25819
51498,20773
51498,67156
51498,20773
51498,67157
51498,67158
51498,16847
51498,11641
51498,67159
51498,52358
51498,19659
51498,67160
51498,59326
51503,1150
51503,21792
51503,111907
51503,18165
51503,18167
51503,12939
51503,3659
51503,852
51503,1221
51503,20358
51503,54776
51503,4188
51503,11476
51520,57436
51520,17263
51520,17310
51520,70610
51528,4956
51528,5970
51528,4956
51528,72477
51528,5970
51535,563363
51535,120515
51540,20204
51540,20205
51540,20206
51540,20207
51540,20208
51540,20204
51540,7475
51540,10688
51540,20209
51540,17455
51540,7467
51540,8422
51545,21183
51545,21183
51545,69015
51545,21185
51545,18826
51545,69016
51545,41538
51545,1175
51545,69024
51545,69018
51545,69017
51559,222316
51562,15959
51562,33045
51562,14654
51562,67458
51562,2987
51562,67578
51562,58177
51562,2121
51562,33257
51562,136738
51562,1042653
51562,1070016
51562,109129
51562,1402146
51562,1402148
51562,1402147
51562,54726
51562,1402149
51562,3687
51562,1402153
51562,1402136
51562,1402137
51562,1402153
51562,1249768
51562,1402142
51562,1402143
51562,1402117
51562,1402169
51562,1402167
51562,1402170
51569,17212
51569,6045
51569,11821
51569,53114
51569,61539
51569,129988
51569,27226
51569,51794
51569,47102
51569,51795
51569,27226
51569,23811
51569,43901
51573,96813
51573,96814
51573,96813
51573,96813
51573,96814
51575,68573
51575,68574
51575,62758
51575,53177
51575,10390
51575,53180
51575,53178
51575,20822
51575,18257
51575,7414
51575,2995
51579,24173
51579,24173
51579,24176
51579,6893
51579,6893
51579,24177
51579,37038
51579,63983
51579,22043
51596,143671
51605,115749
51605,49869
51605,955817
51605,1043902
51605,73000
51605,17083
51605,1383127
51617,34611
51619,99197
51619,99199
51619,76230
51619,1039384
51619,99197
51619,99199
51619,6357
51619,18257
51619,318309
51632,56850
51632,56851
51632,56852
51632,56854
51632,200014
51632,35294
51632,74282
51632,56852
51632,1372782
51632,175473
51638,10001
51638,82172
51638,120312
51638,30284
51638,13570
51638,4082
51638,4102
51638,1310228
51638,2763
51638,12349
51638,1368988
51638,1367963
51638,31974
51638,10919
51638,8504
51660,87178
51660,87179
51660,87180
51662,15217
51662,2293
51662,17284
51662,15217
51662,17285
51662,2122
51662,11420
51662,17610
51662,6232
51662,17611
51662,17612
51662,17613
51662,65377
51662,20908
51662,54212
51662,1102071
51662,60245
51662,2293
51662,79243
51662,54211
51662,6874
51662,1272667
51662,1272668
51662,1327907
51662,15221
51662,9967
51662,8704
51662,5392
51662,6053
51662,1327222
51662,1327909
51662,1327910
51662,1391751
51662,1384358
51662,1204225
51662,1394739
51662,1394740
51662,1394742
51662,1391759
51662,1391756
51662,1394743
51662,1391760
51662,1394744
51662,1394745
51662,1394746
51662,15226
51662,113097
51662,113097
51662,1374169
51662,1394747
51662,1342658
51662,1077782
51662,1394748
51662,15357
51662,1394749
51662,113140
51662,1391725
51662,1392099
51662,1394750
51662,1394751
51662,1394752
51662,37685
51662,1392906
51662,113122
51662,113137
51662,113145
51662,1394753
51662,1393390
51662,1394754
51662,6037
51662,6038
51662,1075261
51662,1394755
51662,92235
51662,1392106
51662,1394756
51662,1394757
51662,1394756
51662,92237
51662,15225
51662,1368885
51662,1384394
51662,1394759
51662,1394761
51662,1394762
51662,1447543
51666,66795
51666,66228
51666,66795
51666,42175
51666,17083
51666,66799
51666,45552
51666,37950
51666,17083
51666,37952
51678,10601
51678,6210
51678,6210
51678,11783
51678,7647
51678,10006
51678,14678
51686,33064
51686,94115
51686,115869
51686,115869
51691,20370
51691,17843
51691,69948
51691,37658
51691,86833
51694,56717
51694,1529
51694,1529
51698,13663
51698,3431
51698,10830
51698,10295
51698,23410
51698,23411
51698,23412
51698,12433
51698,117
51698,21118
51698,6347
51698,10820
51698,23414
51698,23415
51698,23416
51698,853
51705,40282
51705,51113
51705,39190
51705,51114
51705,51115
51705,51116
51705,51117
51705,51116
51709,21684
51709,21685
51709,21684
51709,16281
51709,21690
51709,17133
51709,16968
51709,21691
51709,10109
51773,151132
51773,2746
51773,2746
51800,20024
51800,20024
51800,52683
51809,55038
51809,107562
51817,176000
51817,1350239
51820,33064
51820,11437
51820,1264013
51820,98751
51834,72854
51834,29233
51834,29226
51834,29227
51834,29228
51834,29229
51834,29230
51834,29231
51834,43154
51834,43559
51834,43560
51834,118168
51834,6379
51847,10855
51847,10855
51857,32765
51857,32765
51857,36967
51857,405142
51857,405142
51857,32765
51884,6495
51886,25598
51886,43130
51886,43141
51886,462
51886,43142
51886,43143
51886,43144
51886,43146
51886,25598
51886,43147
51886,43148
51886,43149
51886,43150
51886,3501
51886,43151
51886,1425584
51886,43153
51886,43154
51886,43155
51886,43157
51886,43159
51886,43160
51886,43161
51886,43162
51886,43145
51891,133518
51891,51808
51891,1088568
51891,224654
51891,552000
51891,1088569
51894,2891
51894,71789
51894,227891
51894,2891
51894,1004059
51894,977828
51894,13335
51894,11524
51894,29598
51894,14960
51903,2632
51903,2632
51903,52849
51911,39996
51911,3634
51911,179474
51911,5261
51911,5260
51911,12017
51911,137296
51911,1929
51911,1928
51917,2073
51917,1325903
51917,1325904
51917,1325905
51917,971882
51917,69593
51917,69594
51917,69595
51917,29228
51917,58696
51917,69596
51917,63371
51917,29229
51917,62086
51917,22413
51917,33443
51921,85336
51921,1064913
51921,1304332
51921,212671
51921,1304333
51921,37952
51921,965928
51921,27467
51921,51900
51921,3657
51921,1304334
51925,21478
51925,20742
51925,42908
51925,42905
51925,20739
51925,57965
51925,61090
51925,61091
51925,61089
51925,61087
51925,61092
51925,61088
51925,7231
51925,122
51925,61095
51925,61096
51925,61094
51925,60946
51925,28162
51925,16614
51925,61097
51925,9545
51927,2145
51927,2147
51927,2146
51927,41675
51927,965333
51927,41676
51927,41677
51927,141301
51927,2148
51927,13551
51927,2127
51927,2127
51927,2128
51927,16651
51927,26714
51927,62120
51927,62242
51927,1193691
51927,1419245
51927,1317044
51927,1364792
51927,1419246
51927,224391
51927,1419248
51927,1419249
51927,1419250
51927,1419251
51927,1419252
51927,1419253
51927,80827
51927,143922
51927,1335219
51927,8762
51927,1412704
51927,1411265
51927,1412452
51927,1339989
51927,1419254
51927,1419255
51927,1419256
51927,1419257
51927,1392901
51927,1408673
51927,1167760
51927,1419262
51927,1419263
51927,1002652
51927,1419264
51927,1415151
51927,1419265
51927,1327722
51927,1403706
51927,1419266
51927,1401297
51927,1404850
51927,1419267
51927,1408679
51927,1419268
51927,1419269
51927,1419270
51927,1419271
51927,70251
51927,995558
51927,1419272
51927,1419273
51927,1208920
51927,1419274
51927,1184782
51927,1415584
51931,24173
51931,24176
51931,24177
51931,20821
51931,24179
51931,24184
51931,24186
51931,24187
51931,24190
51931,24192
51931,22043
51931,24173
51931,8527
51933,1037963
51935,20907
51935,19241
51935,52707
51935,6037
51935,10952
51935,9989
51935,19241
51937,58260
51937,5140
51937,35581
51937,64129
51937,64156
51937,57585
51937,62813
51937,5140
51937,56282
51937,1128147
51937,159763
51937,62778
51937,1191197
51939,19499
51939,19500
51939,19501
51939,19502
51939,19503
